epoch,accuracy,binary_accuracy,loss,val_accuracy,val_binary_accuracy,val_loss
0,0.6327272653579712,0.6318181753158569,0.6789042353630066,0.5,0.5,0.6781046986579895
1,0.6272727251052856,0.6272727251052856,0.6705442667007446,0.5,0.5,0.6765966415405273
2,0.6454545259475708,0.6454545259475708,0.6652688980102539,0.5,0.5,0.6905577182769775
3,0.6522727012634277,0.6522727012634277,0.6588395237922668,0.5,0.5,0.6835564374923706
4,0.6618182063102722,0.6618182063102722,0.656482994556427,0.5,0.5,0.6860050559043884
5,0.6627272963523865,0.6627272963523865,0.6510666608810425,0.5,0.5,0.6754555702209473
6,0.675000011920929,0.675000011920929,0.6477806568145752,0.5,0.5,0.6767972707748413
7,0.6481817960739136,0.6481817960739136,0.6512529253959656,0.5,0.5,0.6847913861274719
8,0.6672727465629578,0.6672727465629578,0.6486374735832214,0.5249999761581421,0.5249999761581421,0.6661542654037476
9,0.6709091067314148,0.6709091067314148,0.6438443064689636,0.5,0.5,0.6772307753562927
10,0.6672727465629578,0.6672727465629578,0.6460952162742615,0.5,0.5,0.6697303652763367
11,0.682272732257843,0.682272732257843,0.6458629369735718,0.5375000238418579,0.5375000238418579,0.6789663434028625
12,0.6754545569419861,0.6754545569419861,0.6429274082183838,0.5375000238418579,0.5375000238418579,0.6649261713027954
13,0.6809090971946716,0.6809090971946716,0.6368504166603088,0.512499988079071,0.512499988079071,0.6696318984031677
14,0.671818196773529,0.671818196773529,0.643206775188446,0.5249999761581421,0.5249999761581421,0.6575297117233276
15,0.6854545474052429,0.6854545474052429,0.6356838941574097,0.550000011920929,0.550000011920929,0.6448083519935608
16,0.7022727131843567,0.7022727131843567,0.6300684213638306,0.5375000238418579,0.5375000238418579,0.6899925470352173
17,0.6986363530158997,0.6986363530158997,0.6337030529975891,0.5625,0.5625,0.6739944219589233
18,0.7077272534370422,0.7077272534370422,0.6278458833694458,0.574999988079071,0.574999988079071,0.6549005508422852
19,0.710454523563385,0.710454523563385,0.6224924325942993,0.5874999761581421,0.5874999761581421,0.658231258392334
20,0.7149999737739563,0.7149999737739563,0.6155756711959839,0.5625,0.5625,0.6588088274002075
21,0.7077272534370422,0.7077272534370422,0.6187179684638977,0.550000011920929,0.550000011920929,0.688795268535614
22,0.714090883731842,0.714090883731842,0.6142435073852539,0.5375000238418579,0.5375000238418579,0.7140791416168213
23,0.7386363744735718,0.7386363744735718,0.6008598208427429,0.574999988079071,0.574999988079071,0.6606158018112183
24,0.7354545593261719,0.7354545593261719,0.5972636938095093,0.5874999761581421,0.5874999761581421,0.6571891903877258
25,0.7313636541366577,0.7313636541366577,0.5952937006950378,0.6499999761581421,0.6499999761581421,0.6233333349227905
26,0.7231818437576294,0.7231818437576294,0.597599446773529,0.612500011920929,0.612500011920929,0.6434068083763123
27,0.7272727489471436,0.7272727489471436,0.5949305295944214,0.625,0.625,0.6560419797897339
28,0.735909104347229,0.735909104347229,0.5841245055198669,0.6625000238418579,0.6625000238418579,0.6244266629219055
29,0.7318181991577148,0.7318181991577148,0.5801140666007996,0.699999988079071,0.699999988079071,0.6026382446289062
30,0.7431818246841431,0.7431818246841431,0.5713628530502319,0.675000011920929,0.675000011920929,0.6231065988540649
31,0.7404545545578003,0.7404545545578003,0.5648261308670044,0.6625000238418579,0.6625000238418579,0.6369068026542664
32,0.7295454740524292,0.7295454740524292,0.5689488053321838,0.612500011920929,0.612500011920929,0.640992283821106
33,0.7281818389892578,0.7281818389892578,0.5652278661727905,0.5874999761581421,0.5874999761581421,0.6267591118812561
34,0.7377272844314575,0.7377272844314575,0.5496261715888977,0.7124999761581421,0.7124999761581421,0.5890020132064819
35,0.7459090948104858,0.7459090948104858,0.5470956563949585,0.6625000238418579,0.6625000238418579,0.6422113180160522
36,0.7350000143051147,0.7350000143051147,0.5402244329452515,0.6625000238418579,0.6625000238418579,0.5914166569709778
37,0.7268182039260864,0.7268182039260864,0.5533999800682068,0.612500011920929,0.612500011920929,0.6507178544998169
38,0.7340909242630005,0.7340909242630005,0.5411854982376099,0.7124999761581421,0.7124999761581421,0.5775128602981567
39,0.7381818294525146,0.7381818294525146,0.5349633693695068,0.6499999761581421,0.6499999761581421,0.6111671328544617
40,0.7222727537155151,0.7222727537155151,0.5453957915306091,0.6499999761581421,0.6499999761581421,0.6113947629928589
41,0.7377272844314575,0.7377272844314575,0.5345340371131897,0.612500011920929,0.612500011920929,0.6403051018714905
42,0.7477272748947144,0.7477272748947144,0.5136441588401794,0.6625000238418579,0.6625000238418579,0.5924951434135437
43,0.7327272891998291,0.7327272891998291,0.5338669419288635,0.7250000238418579,0.7250000238418579,0.5682802200317383
44,0.7386363744735718,0.7386363744735718,0.5337746739387512,0.7124999761581421,0.7124999761581421,0.5795639157295227
45,0.7431818246841431,0.7431818246841431,0.5218883156776428,0.699999988079071,0.699999988079071,0.5955074429512024
46,0.7509090900421143,0.7509090900421143,0.5134095549583435,0.6000000238418579,0.6000000238418579,0.6349275708198547
47,0.7486363649368286,0.7486363649368286,0.5084887742996216,0.675000011920929,0.675000011920929,0.6073900461196899
48,0.7281818389892578,0.7281818389892578,0.5270700454711914,0.675000011920929,0.675000011920929,0.5855348110198975
49,0.7450000047683716,0.7450000047683716,0.5124799013137817,0.75,0.75,0.5415113568305969
50,0.7227272987365723,0.7227272987365723,0.5306990146636963,0.6625000238418579,0.6625000238418579,0.5734311938285828
51,0.7404545545578003,0.7404545545578003,0.5161424875259399,0.6499999761581421,0.6499999761581421,0.5948630571365356
52,0.7422727346420288,0.7422727346420288,0.507375180721283,0.6875,0.6875,0.5905677080154419
53,0.7472727298736572,0.7472727298736572,0.49804505705833435,0.675000011920929,0.675000011920929,0.5721722841262817
54,0.7404545545578003,0.7404545545578003,0.5096475481987,0.6625000238418579,0.6625000238418579,0.6090671420097351
55,0.7381818294525146,0.7381818294525146,0.5114830136299133,0.675000011920929,0.675000011920929,0.5593970417976379
56,0.732272744178772,0.732272744178772,0.5103237628936768,0.637499988079071,0.637499988079071,0.6081215143203735
57,0.7590909004211426,0.7590909004211426,0.49699273705482483,0.675000011920929,0.675000011920929,0.6076297760009766
58,0.7400000095367432,0.7400000095367432,0.5026915669441223,0.6875,0.6875,0.5679312944412231
59,0.7486363649368286,0.7486363649368286,0.5071426630020142,0.6625000238418579,0.6625000238418579,0.5613571405410767
60,0.7386363744735718,0.7386363744735718,0.5063021779060364,0.6625000238418579,0.6625000238418579,0.5553610920906067
61,0.7627272605895996,0.7627272605895996,0.4821338951587677,0.7124999761581421,0.7124999761581421,0.5663835406303406
62,0.7613636255264282,0.7613636255264282,0.4863198697566986,0.7250000238418579,0.7250000238418579,0.54075688123703
63,0.7454545497894287,0.7454545497894287,0.4978869557380676,0.6875,0.6875,0.55995774269104
64,0.7740908861160278,0.7740908861160278,0.4752177894115448,0.7875000238418579,0.7875000238418579,0.48172417283058167
65,0.7581818103790283,0.7581818103790283,0.4851600229740143,0.737500011920929,0.737500011920929,0.5277361869812012
66,0.7618181705474854,0.7618181705474854,0.473013699054718,0.6875,0.6875,0.567041277885437
67,0.7531818151473999,0.7531818151473999,0.4841918349266052,0.699999988079071,0.699999988079071,0.5713039636611938
68,0.7622727155685425,0.7622727155685425,0.4738103151321411,0.7124999761581421,0.7124999761581421,0.5609559416770935
69,0.764090895652771,0.764090895652771,0.47631219029426575,0.7875000238418579,0.7875000238418579,0.48046690225601196
70,0.7709090709686279,0.7709090709686279,0.4775572717189789,0.6499999761581421,0.6499999761581421,0.5546717047691345
71,0.7549999952316284,0.7549999952316284,0.48878729343414307,0.800000011920929,0.800000011920929,0.47828587889671326
72,0.7690908908843994,0.7690908908843994,0.47558361291885376,0.75,0.75,0.5326079726219177
73,0.7672727108001709,0.7672727108001709,0.4614315927028656,0.675000011920929,0.675000011920929,0.5337209701538086
74,0.7790908813476562,0.7790908813476562,0.45670562982559204,0.762499988079071,0.762499988079071,0.49975481629371643
75,0.7813636660575867,0.7813636660575867,0.4496345520019531,0.737500011920929,0.737500011920929,0.5024665594100952
76,0.7804545164108276,0.7804545164108276,0.4502643346786499,0.737500011920929,0.737500011920929,0.5083180665969849
77,0.7831818461418152,0.7831818461418152,0.4484002888202667,0.737500011920929,0.737500011920929,0.4823686480522156
78,0.7749999761581421,0.7749999761581421,0.44743746519088745,0.7250000238418579,0.7250000238418579,0.5063525438308716
79,0.7813636660575867,0.7813636660575867,0.44321468472480774,0.75,0.75,0.4876997470855713
80,0.7804545164108276,0.7804545164108276,0.44533219933509827,0.6625000238418579,0.6625000238418579,0.5427371263504028
81,0.7972727417945862,0.7972727417945862,0.4264117479324341,0.675000011920929,0.675000011920929,0.5191713571548462
82,0.7900000214576721,0.7900000214576721,0.43513473868370056,0.800000011920929,0.800000011920929,0.4854647219181061
83,0.7990909218788147,0.7990909218788147,0.41282662749290466,0.7749999761581421,0.7749999761581421,0.4846992492675781
84,0.8122727274894714,0.8122727274894714,0.4141099452972412,0.7749999761581421,0.7749999761581421,0.5049372315406799
85,0.796818196773529,0.796818196773529,0.42553821206092834,0.75,0.75,0.4900171160697937
86,0.8154545426368713,0.8154545426368713,0.41111594438552856,0.762499988079071,0.762499988079071,0.48203355073928833
87,0.8154545426368713,0.8154545426368713,0.3983302116394043,0.6875,0.6875,0.5084925889968872
88,0.8190909028053284,0.8190909028053284,0.39904719591140747,0.7875000238418579,0.7875000238418579,0.4607876241207123
89,0.8299999833106995,0.8299999833106995,0.3891122043132782,0.8374999761581421,0.8374999761581421,0.4251798987388611
90,0.8259090781211853,0.8259090781211853,0.39726921916007996,0.824999988079071,0.824999988079071,0.39374661445617676
91,0.8136363625526428,0.8136363625526428,0.4067409336566925,0.7749999761581421,0.7749999761581421,0.4277316927909851
92,0.8263636231422424,0.8263636231422424,0.38478630781173706,0.762499988079071,0.762499988079071,0.4267570376396179
93,0.8209090828895569,0.8209090828895569,0.3866439163684845,0.8125,0.8125,0.4727059304714203
94,0.8154545426368713,0.8154545426368713,0.39980247616767883,0.824999988079071,0.824999988079071,0.43132954835891724
95,0.8186363577842712,0.8186363577842712,0.38612839579582214,0.6875,0.6875,0.5190023183822632
96,0.8031818270683289,0.8031818270683289,0.39182260632514954,0.737500011920929,0.737500011920929,0.4735025465488434
97,0.8445454835891724,0.8445454835891724,0.37713518738746643,0.800000011920929,0.800000011920929,0.42901524901390076
98,0.8168181777000427,0.8168181777000427,0.39462757110595703,0.737500011920929,0.737500011920929,0.4565618634223938
99,0.8395454287528992,0.8395454287528992,0.3746519982814789,0.8125,0.8125,0.4692503809928894
100,0.8327272534370422,0.8327272534370422,0.3759424090385437,0.737500011920929,0.737500011920929,0.4370005130767822
101,0.8313636183738708,0.8313636183738708,0.38008707761764526,0.8125,0.8125,0.4464840292930603
102,0.8395454287528992,0.8395454287528992,0.3772907853126526,0.762499988079071,0.762499988079071,0.4381192624568939
103,0.8345454335212708,0.8345454335212708,0.3709949553012848,0.824999988079071,0.824999988079071,0.40075016021728516
104,0.8313636183738708,0.8313636183738708,0.3806760311126709,0.6875,0.6875,0.5840070843696594
105,0.8340908885002136,0.8340908885002136,0.3668251931667328,0.800000011920929,0.800000011920929,0.4002833962440491
106,0.817727267742157,0.817727267742157,0.3858453333377838,0.800000011920929,0.800000011920929,0.40939217805862427
107,0.8472727537155151,0.8472727537155151,0.36172786355018616,0.75,0.75,0.4551559388637543
108,0.8381817936897278,0.8381817936897278,0.37517860531806946,0.8374999761581421,0.8374999761581421,0.4381212294101715
109,0.8349999785423279,0.8349999785423279,0.36417126655578613,0.875,0.875,0.3664311468601227
110,0.8445454835891724,0.8445454835891724,0.36365166306495667,0.7250000238418579,0.7250000238418579,0.4927605092525482
111,0.8409090638160706,0.8409090638160706,0.3578738570213318,0.7875000238418579,0.7875000238418579,0.4868403375148773
112,0.8363636136054993,0.8363636136054993,0.3625129759311676,0.887499988079071,0.887499988079071,0.32495003938674927
113,0.8481818437576294,0.8481818437576294,0.3596736490726471,0.8999999761581421,0.8999999761581421,0.28987574577331543
114,0.8604545593261719,0.8604545593261719,0.34891781210899353,0.800000011920929,0.800000011920929,0.44386547803878784
115,0.8490909337997437,0.8490909337997437,0.36698922514915466,0.8374999761581421,0.8374999761581421,0.3848762810230255
116,0.8413636088371277,0.8413636088371277,0.36229076981544495,0.824999988079071,0.824999988079071,0.43622761964797974
117,0.846818208694458,0.846818208694458,0.36282452940940857,0.8125,0.8125,0.4353059232234955
118,0.8395454287528992,0.8395454287528992,0.3669399321079254,0.75,0.75,0.4608139991760254
119,0.8459091186523438,0.8459091186523438,0.34770193696022034,0.737500011920929,0.737500011920929,0.5043894648551941
120,0.846818208694458,0.846818208694458,0.365702748298645,0.800000011920929,0.800000011920929,0.4563814699649811
121,0.8313636183738708,0.8313636183738708,0.36644744873046875,0.887499988079071,0.887499988079071,0.3860436677932739
122,0.8463636636734009,0.8463636636734009,0.3492002785205841,0.8125,0.8125,0.4012020230293274
123,0.8386363387107849,0.8386363387107849,0.3581312298774719,0.8374999761581421,0.8374999761581421,0.3764791786670685
124,0.8454545736312866,0.8454545736312866,0.3624393343925476,0.8125,0.8125,0.4094177186489105
125,0.850454568862915,0.850454568862915,0.35593780875205994,0.7875000238418579,0.7875000238418579,0.40954598784446716
126,0.8450000286102295,0.8450000286102295,0.3481178283691406,0.7749999761581421,0.7749999761581421,0.4890403151512146
127,0.8481818437576294,0.8481818437576294,0.35029396414756775,0.8500000238418579,0.8500000238418579,0.32964736223220825
128,0.8436363339424133,0.8436363339424133,0.3434928059577942,0.875,0.875,0.3276439309120178
129,0.8427272439002991,0.8427272439002991,0.35500568151474,0.862500011920929,0.862500011920929,0.32771551609039307
130,0.8559091091156006,0.8559091091156006,0.3419537842273712,0.862500011920929,0.862500011920929,0.3351067900657654
131,0.8363636136054993,0.8363636136054993,0.3536527156829834,0.8374999761581421,0.8374999761581421,0.38899531960487366
132,0.8536363840103149,0.8536363840103149,0.3431203365325928,0.8500000238418579,0.8500000238418579,0.40213996171951294
133,0.8472727537155151,0.8472727537155151,0.3459332585334778,0.862500011920929,0.862500011920929,0.3551834225654602
134,0.8359090685844421,0.8359090685844421,0.3691106140613556,0.762499988079071,0.762499988079071,0.46312636137008667
135,0.8409090638160706,0.8409090638160706,0.3798583149909973,0.875,0.875,0.29080304503440857
136,0.8604545593261719,0.8604545593261719,0.3407875597476959,0.8374999761581421,0.8374999761581421,0.32877063751220703
137,0.8495454788208008,0.8495454788208008,0.3401681184768677,0.800000011920929,0.800000011920929,0.41425561904907227
138,0.850454568862915,0.850454568862915,0.3549844026565552,0.8500000238418579,0.8500000238418579,0.3545183837413788
139,0.8577272891998291,0.8577272891998291,0.35341593623161316,0.824999988079071,0.824999988079071,0.406771183013916
140,0.8481818437576294,0.8481818437576294,0.3512232303619385,0.8374999761581421,0.8374999761581421,0.38991281390190125
141,0.8531818389892578,0.8531818389892578,0.3459984362125397,0.800000011920929,0.800000011920929,0.3954506516456604
142,0.8550000190734863,0.8550000190734863,0.34826478362083435,0.8374999761581421,0.8374999761581421,0.4127822518348694
143,0.8500000238418579,0.8500000238418579,0.3530175983905792,0.8125,0.8125,0.39980679750442505
144,0.8399999737739563,0.8399999737739563,0.3541739583015442,0.862500011920929,0.862500011920929,0.38413992524147034
145,0.8481818437576294,0.8481818437576294,0.34673550724983215,0.824999988079071,0.824999988079071,0.4778842031955719
146,0.8513636589050293,0.8513636589050293,0.3537038266658783,0.8500000238418579,0.8500000238418579,0.38498082756996155
147,0.8477272987365723,0.8477272987365723,0.3418274223804474,0.8374999761581421,0.8374999761581421,0.3822080194950104
148,0.8459091186523438,0.8459091186523438,0.3612264096736908,0.737500011920929,0.737500011920929,0.40043044090270996
149,0.8672727346420288,0.8672727346420288,0.32914999127388,0.824999988079071,0.824999988079071,0.4776685833930969
150,0.8295454382896423,0.8295454382896423,0.37355339527130127,0.8125,0.8125,0.3653469681739807
151,0.8490909337997437,0.8490909337997437,0.3476230800151825,0.7875000238418579,0.7875000238418579,0.48034754395484924
152,0.8631818294525146,0.8631818294525146,0.3311088979244232,0.862500011920929,0.862500011920929,0.36933594942092896
153,0.8481818437576294,0.8481818437576294,0.33755406737327576,0.8500000238418579,0.8500000238418579,0.3386766016483307
154,0.8454545736312866,0.8454545736312866,0.34804174304008484,0.8374999761581421,0.8374999761581421,0.40458235144615173
155,0.8531818389892578,0.8531818389892578,0.3464571535587311,0.824999988079071,0.824999988079071,0.46554070711135864
156,0.8509091138839722,0.8509091138839722,0.33359184861183167,0.8125,0.8125,0.407667338848114
157,0.8509091138839722,0.8509091138839722,0.3416486084461212,0.7875000238418579,0.7875000238418579,0.3790830075740814
158,0.8522727489471436,0.8522727489471436,0.33656632900238037,0.800000011920929,0.800000011920929,0.48176780343055725
159,0.857272744178772,0.857272744178772,0.3425174355506897,0.7875000238418579,0.7875000238418579,0.4535655379295349
160,0.8500000238418579,0.8500000238418579,0.3394133448600769,0.8125,0.8125,0.4256764054298401
161,0.8495454788208008,0.8495454788208008,0.3499515950679779,0.800000011920929,0.800000011920929,0.4642323851585388
162,0.8513636589050293,0.8513636589050293,0.3428952395915985,0.7250000238418579,0.7250000238418579,0.46497344970703125
163,0.8477272987365723,0.8477272987365723,0.34398308396339417,0.7875000238418579,0.7875000238418579,0.409419447183609
164,0.8413636088371277,0.8413636088371277,0.3481155335903168,0.800000011920929,0.800000011920929,0.5003121495246887
165,0.8522727489471436,0.8522727489471436,0.34412458539009094,0.824999988079071,0.824999988079071,0.4506913721561432
166,0.8595454692840576,0.8595454692840576,0.3346264064311981,0.8125,0.8125,0.35331302881240845
167,0.8481818437576294,0.8481818437576294,0.35201480984687805,0.824999988079071,0.824999988079071,0.39917802810668945
168,0.8550000190734863,0.8550000190734863,0.3473608195781708,0.824999988079071,0.824999988079071,0.47047120332717896
169,0.8554545640945435,0.8554545640945435,0.3463618755340576,0.800000011920929,0.800000011920929,0.4309596121311188
170,0.8559091091156006,0.8559091091156006,0.32956716418266296,0.8500000238418579,0.8500000238418579,0.35743117332458496
171,0.8522727489471436,0.8522727489471436,0.3329505920410156,0.7749999761581421,0.7749999761581421,0.47432994842529297
172,0.8522727489471436,0.8522727489471436,0.3425412178039551,0.887499988079071,0.887499988079071,0.3382825255393982
173,0.8500000238418579,0.8500000238418579,0.34307292103767395,0.75,0.75,0.44593024253845215
174,0.8440909385681152,0.8440909385681152,0.3498041033744812,0.8374999761581421,0.8374999761581421,0.3651612401008606
175,0.8590909242630005,0.8590909242630005,0.3312661647796631,0.8374999761581421,0.8374999761581421,0.44067829847335815
176,0.8472727537155151,0.8472727537155151,0.33289745450019836,0.8374999761581421,0.8374999761581421,0.3691937327384949
177,0.8486363887786865,0.8486363887786865,0.34529319405555725,0.875,0.875,0.29935556650161743
178,0.8440909385681152,0.8440909385681152,0.33536064624786377,0.875,0.875,0.27002546191215515
179,0.8554545640945435,0.8554545640945435,0.3326658308506012,0.762499988079071,0.762499988079071,0.45206451416015625
180,0.8595454692840576,0.8595454692840576,0.3300243020057678,0.800000011920929,0.800000011920929,0.40165433287620544
181,0.8436363339424133,0.8436363339424133,0.3549160957336426,0.8374999761581421,0.8374999761581421,0.462582528591156
182,0.8536363840103149,0.8536363840103149,0.3354634940624237,0.762499988079071,0.762499988079071,0.4759142994880676
183,0.860909104347229,0.860909104347229,0.3236084282398224,0.7875000238418579,0.7875000238418579,0.43696632981300354
184,0.8600000143051147,0.8600000143051147,0.3324987292289734,0.875,0.875,0.28935688734054565
185,0.8604545593261719,0.8604545593261719,0.33247414231300354,0.9125000238418579,0.9125000238418579,0.37151044607162476
186,0.8359090685844421,0.8359090685844421,0.36757782101631165,0.800000011920929,0.800000011920929,0.4581926465034485
187,0.860909104347229,0.860909104347229,0.3182995319366455,0.800000011920929,0.800000011920929,0.41571635007858276
188,0.8454545736312866,0.8454545736312866,0.3467370569705963,0.824999988079071,0.824999988079071,0.41416072845458984
189,0.8577272891998291,0.8577272891998291,0.33479660749435425,0.8374999761581421,0.8374999761581421,0.41851815581321716
190,0.8481818437576294,0.8481818437576294,0.33859267830848694,0.824999988079071,0.824999988079071,0.4326747953891754
191,0.8536363840103149,0.8536363840103149,0.34126582741737366,0.8374999761581421,0.8374999761581421,0.39702990651130676
192,0.8459091186523438,0.8459091186523438,0.3390509784221649,0.887499988079071,0.887499988079071,0.3511190414428711
193,0.8586363792419434,0.8586363792419434,0.32916781306266785,0.875,0.875,0.3787308633327484
194,0.8509091138839722,0.8509091138839722,0.3507617115974426,0.925000011920929,0.925000011920929,0.2790820896625519
195,0.8518182039260864,0.8518182039260864,0.33797866106033325,0.8500000238418579,0.8500000238418579,0.3182530999183655
196,0.8600000143051147,0.8600000143051147,0.335929274559021,0.862500011920929,0.862500011920929,0.3608414828777313
197,0.8540909290313721,0.8540909290313721,0.3406430184841156,0.862500011920929,0.862500011920929,0.3947131931781769
198,0.8563636541366577,0.8563636541366577,0.3257421851158142,0.762499988079071,0.762499988079071,0.4616076946258545
199,0.8522727489471436,0.8522727489471436,0.33411991596221924,0.8500000238418579,0.8500000238418579,0.372885137796402
